"","movie_id","title","imdb_score","release_month","release_day","release_year","duration_mins","language","country","content_rating","aspect_ratio","distributor","number_news_articles","director","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_1_known_for","actor_1_star_meter","actor_2_name","actor_2_facebook_likes","actor_2_known_for","actor_2_star_meter","actor_3_name","actor_3_facebook_likes","actor_3_known_for","actor_3_star_meter","movie_imdb_link","color","critic_reviews_number","user_votes_number","cast_total_facebook_likes","number_of_faces_in_movie_poster","user_reviews_number","movie_budget","movie_facebook_likes","sum_total_likes","ratio_movie_cast_likes","movie_meter_IMDB_pro","number_of_votes","cinematographer","production_company","plot_summary","Action","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","Film-Noir","History","Horror","Music","Musical","Mystery","Romance","Sci-Fi","Short","Sport","Thriller","War","Western"
"585","14594","Gridiron Gang",6.9,"Sep",15,2006,125,"English","USA","PG-13","2.35","Sony Pictures",125,"Phil Joanou",21,"Dwayne Johnson",12000,"Jumanji: Welcome to the Jungle ",130,"Jurnee Smollett-Bell",2000,"The Great Debaters ",901,"Kevin Dunn",507,"Transformers ",2246,"http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1","Color",496,1569,15811,1,110,3e+07,0,14602,0,6212,38620,"Jeff Cutter","Columbia Pictures Corporation","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"586","146","The 6th Day",5.9,"Nov",17,2000,123,"English","USA","PG-13","2.35","Columbia Pictures Corporation",104,"Roger Spottiswoode",55,"Robert Duvall",3000,"The Apostle ",1739,"Michael Rapaport",975,"Deep Blue Sea ",1718,"Tony Goldwyn",826,"Ghost ",748,"http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1","Color",80,1,5839,1,362,8.2e+07,0,4986,0,4240,108219,"Pierre Mignot","Phoenix Pictures","Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0"
"587","14613","The Naked Gun 2í‰Œ_: The Smell of Fear",6.8,"Jun",28,1991,85,"English","USA","PG-13","1.85","Paramount",16,"David Zucker",119,"George Kennedy",3000,"Cool Hand Luke ",5556,"Priscilla Presley",348,"The Naked Gun 2\xc2\xbd: The Smell of Fear ",1231,"O.J. Simpson",56,"The Towering Inferno ",2265,"http://www.imdb.com/title/tt0102510/?ref_=fn_tt_tt_1","Color",348,2853,3847,6,853,2.3e+07,0,3611,0,8385,93416,"Robert M. Stevens","Paramount Pictures","Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"588","14627","The Work and the Story",5.7,"Aug",15,2003,77,"English","USA","Not Rated","2.35","Off-Hollywood Distribution",0,"Nathan Smith Jones",7,"Richard Moll",206,"Scary Movie 2 ",6042,"Frank Gerrish",81,"Blind Dating ",1618,"Christopher Robin Miller",606,"Mosaic ",1651,"http://www.imdb.com/title/tt0339921/?ref_=fn_tt_tt_1","Color",1,3067,516,0,585,103000,0,363,0,477861,100,"multiple","Do It Now Productions","It is July","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"589","14635","Scream 3",5.5,"Feb",4,2000,116,"English","USA","R","2.35","Dimension Films",601,"Wes Craven",0,"Kelly Rutherford",287,"The Adventures of Brisco County Jr. ",3797,"Roger Jackson",157,"Scream 4 ",566,"Nancy O'Dell",625,"Scream 3 ",761,"http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1","Color",127,3080,600,4,774,4e+07,0,515,0,4928,110468,"Peter Deming","Dimension Films","While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, a new Ghostface begins to terrorize them once again.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"590","14645","Tsotsi",7.3,"Mar",19,2006,94,"Zulu","UK","R","2.35","Little Film Company",277,"Gavin Hood",151,"Terry Pheto",113,"A United Kingdom ",85405,"Nambitha Mpumlwana",64,"Invictus ",761,"Rapulana Seiphemo",214,"Tsotsi ",552,"http://www.imdb.com/title/tt0468565/?ref_=fn_tt_tt_1","Color",60,1175,278,1,196,3e+06,0,357,0,16788,26390,"Lance Gewer","The UK Film & TV Production Company PLC","Six days in the violent life of a young Johannesburg gang leader.","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"591","14678","Elf",6.9,"Nov",7,2003,97,"English","USA","PG","1.85","New Line",1042,"Jon Favreau",4000,"Peter Dinklage",22000,"Game of Thrones ",751,"Zooey Deschanel",11000,"New Girl ",1537,"Will Ferrell",700,"Talladega Nights: The Ballad of Ricky Bobby ",1518,"http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1","Color",60,498,43354,1,486,3.3e+07,21000,45000,0.47,3652,175240,"Greg Gardiner","New Line Cinema","After inadvertently wreaking havoc on the elf community due to his ungainly size, a man raised as an elf at the North Pole is sent to the U.S. in search of his true identity.","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"592","14684","Blade II",6.7,"Mar",22,2002,117,"English","USA","R","1.85","New Line",531,"Guillermo del Toro",0,"Norman Reedus",12000,"The Walking Dead ",1504,"Thomas Kretschmann",919,"Avengers: Age of Ultron ",887,"Tony Curran",736,"Underworld: Evolution ",984,"http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1","Color",140,596,15371,1,642,5.4e+07,0,13764,0,1181,180254,"Gabriel Beristain","New Line Cinema","Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0"
"593","14690","Percy Jackson: Sea of Monsters",5.9,"Aug",7,2013,106,"English","USA","PG","2.35","Twentieth Century Fox",881,"Thor Freudenthal",87,"Logan Lerman",8000,"The Perks of Being a Wallflower ",1399,"Leven Rambin",956,"The Hunger Games ",103,"Brandon T. Jackson",797,"Tropic Thunder ",2116,"http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1","Color",94,2908,10882,0,238,9e+07,28000,9961,2.81,2145,99138,"Shelly Johnson","Fox 2000 Pictures","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.Read more: Plot summary","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"594","14697","Howards End",7.5,"Jun",4,1992,140,"English","UK","PG","2.35","Starz!",186,"James Ivory",133,"Anthony Hopkins",12000,"The Silence of the Lambs ",671,"Vanessa Redgrave",898,"Atonement ",506,"Samuel West",46,"Van Helsing ",1843,"http://www.imdb.com/title/tt0104454/?ref_=fn_tt_tt_1","Color",405,961,13180,3,848,2.3e+07,788,13167,0.06,4443,2076,"Wojciech Szepel","Playground Entertainment","The social and class divisions in early 20th century England through the intersection of three families - the wealthy Wilcoxes, the gentle and idealistic Schlegels and the lower-middle class Basts.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"595","14711","Anything Else",6.4,"Sep",19,2003,108,"English","USA","R","2.35","WestEnd Films",721,"Woody Allen",11000,"Woody Allen",11000,"Manhattan ",1238,"Stockard Channing",944,"Grease ",741,"Fisher Stevens",801,"Awake ",1085,"http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1","Color",33,1178,14843,2,159,1.8e+07,827,23866,0.03,14350,27645,"Darius Khondji","DreamWorks","Jerry Falk learns a lesson the hard way when he falls head over heels in love with a beautiful but flighty girl, Amanda.Read more: Plot summary","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"596","14719","The 40-Year-Old Virgin",7.1,"Aug",19,2005,133,"English","USA","R","1.85","Universal Pictures",1493,"Judd Apatow",0,"Steve Carell",7000,"The Office ",296,"Romany Malco",966,"Think Like a Man ",1465,"Gerry Bednob",136,"The 40-Year-Old Virgin ",791,"http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1","Color",132,1497,8341,1,631,2.6e+07,0,8184,0,1637,350841,"Jack N. Green","Universal Pictures","Goaded by his buddies","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"597","1472","Bamboozled",6.5,"Oct",20,2000,135,"English","USA","R","1.85","New Line",66,"Spike Lee",0,"Gillian White",1000,"Never Back Down: No Surrender ",16044,"Michael Rapaport",975,"Deep Blue Sea ",1718,"Jada Pinkett Smith",742,"The Matrix Reloaded ",554,"http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1","Color",434,2917,4266,0,209,1e+07,1000,2826,0.35,15003,9324,"Ellen Kuras","New Line Cinema","A frustrated African-American TV writer proposes a blackface minstrel show in protest, but to his chagrin it becomes a hit.","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"598","14726","Arachnophobia",6.3,"Jul",18,1990,103,"English","USA","PG-13","1.85","Buena Vista",131,"Frank Marshall",155,"Julian Sands",687,"Naked Lunch ",3228,"Peter Jason",151,"48 Hrs. ",28,"Brian McNamara",33,"Short Circuit ",99,"http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1","Color",480,2153,1440,0,113,3.1e+07,0,1118,0,4586,56443,"Mikael Salomon","Hollywood Pictures","A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0"
"599","1473","The Horse Whisperer",6.5,"May",15,1998,170,"English","USA","PG-13","1.85","Buena Vista",199,"Robert Redford",0,"Scarlett Johansson",19000,"Her ",114,"Kristin Scott Thomas",1000,"The English Patient ",624,"Jessalyn Gilsig",308,"Scandal ",850,"http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1","Color",508,1542,20683,0,326,6e+07,0,20380,0,7317,35843,"Robert Richardson","Touchstone Pictures","The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.Read more: Plot summary","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"600","14758","Go",7.3,"Apr",9,1999,102,"English","USA","R","2.35","Columbia Pictures Corporation",23,"Doug Liman",218,"Sarah Polley",900,"Dawn of the Dead ",2842,"Jay Mohr",563,"Go ",1632,"Scott Wolf",303,"Go ",1265,"http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1","Color",43,2377,2475,3,511,6500000,0,2057,0,6638,62990,"Doug Liman","Columbia Pictures Corporation","Go! tells the story of the events after a drug deal, told from three different points of view.","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"601","14764","In Time",6.7,"Oct",28,2011,109,"English","USA","PG-13","2.35","Twentieth Century Fox",2168,"Andrew Niccol",487,"Matt Bomer",20000,"The Normal Heart ",501,"Olivia Wilde",10000,"TRON: Legacy ",1115,"Justin Timberlake",227,"Trolls ",803,"http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1","Color",282,1457,34011,2,555,4e+07,52000,33487,1.55,1767,337602,"Roger Deakins","Regency Enterprises","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run ...See more","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"602","1477","The Blues Brothers",7.9,"Jun",20,1980,148,"English","USA","R","1.85","Universal Pictures",678,"John Landis",644,"John Belushi",1000,"Saturday Night Live ",3472,"Aretha Franklin",809,"The Blues Brothers ",1735,"Ray Charles",253,"The Blues Brothers ",1671,"http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1","Color",30,448,2566,1,399,2.7e+07,14000,2779,5.04,1592,162061,"Stephen M. Katz","Universal Pictures","Jake Blues, just out from prison, puts together his old band to save the Catholic home where he and brother Elwood were raised.","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"603","14779","The Runaways",6.6,"Mar",19,2010,106,"English","USA","R","2.35","Summit Entertainment",3628,"Floria Sigismondi",50,"Kristen Stewart",17000,"Snow White and the Huntsman ",364,"Scout Taylor-Compton",908,"Halloween ",1232,"Johnny Lewis",648,"Aliens vs. Predator: Requiem ",1472,"http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1","Color",177,1790,21711,2,98,1e+07,0,18699,0,3476,42993,"Beno\xc3\xaet Debie","River Road Entertainment","A coming-of-age biographical film about the 1970s teenage all-girl rock band The Runaways. The relationship between band members Cherie Currie and Joan Jett is also explored.","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"604","1478","Unstoppable",6.8,"Nov",12,2010,98,"English","USA","PG-13","2.35","Twentieth Century Fox",1549,"Tony Scott",12000,"Denzel Washington",18000,"Fences ",341,"Rosario Dawson",3000,"Rent ",1723,"Ethan Suplee",4,"American History X ",736,"http://www.imdb.com/title/tt0477080/?ref_=fn_tt_tt_1","Color",239,521,25780,1,407,1e+08,18000,34000,0.53,4202,167748,"Ben Seresin","Twentieth Century Fox","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"605","1479","Endless Love",6.3,"Feb",14,2014,104,"English","USA","PG-13","2.35","Universal Pictures",221,"Shana Feste",19,"Alex Pettyfer",15000,"I Am Number Four ",1625,"Bruce Greenwood",989,"Star Trek ",362,"Rhys Wakefield",817,"The Purge (I) ",1876,"http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1","Color",510,1494,18760,0,793,2e+07,0,16950,0,3709,36675,"Andrew Dunn","Bluegrass Films","The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"606","14791","Soul Men",6.5,"Nov",7,2008,100,"English","USA","R","2.35","Metro-Goldwyn-Mayer (MGM)",223,"Malcolm D. Lee",92,"Bernie Mac",1000,"The Bernie Mac Show ",2349,"Sean Hayes",760,"Will & Grace ",1578,"Mike Epps",623,"Resident Evil: Extinction ",1967,"http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1","Color",499,2768,4103,2,308,2.3e+07,866,2558,0.34,7951,9648,"Matthew F. Leonetti","Dimension Films","Though it's been about twenty years since they have spoken with one another, two estranged soul-singing legends agree to participate in a reunion performance at the Apollo Theater to honor their recently deceased band leader.","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"607","1480","Diary of a Wimpy Kid: Dog Days",6.4,"Aug",3,2012,94,"English","USA","PG","2.35","20th Century Fox",220,"David Bowers",42,"Zachary Gordon",975,"Diary of a Wimpy Kid: Dog Days ",4834,"Rachael Harris",569,"The Hangover ",518,"Karan Brar",446,"Diary of a Wimpy Kid ",1928,"http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1","Color",499,584,3153,2,435,2.2e+07,0,2103,0,6526,18754,"Anthony B. Richmond","Fox 2000 Pictures","School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?Read more: Plot summary","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"608","14818","What Happens in Vegas",6.1,"May",9,2008,101,"English","USA","PG-13","2.35","Twentieth Century Fox",744,"Tom Vaughan",12,"Treat Williams",642,"Hair ",4071,"Andrew Daly",171,"Semi-Pro ",1645,"Michelle Krusiec",61,"The Invitation (I) ",1973,"http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1","Color",55,432,1026,2,150,3.5e+07,0,974,0,5263,154067,"Matthew F. Leonetti","Twentieth Century Fox","A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"609","1482","The Perfect Man",5.5,"Jun",17,2005,100,"English","USA","PG","1.85","Universal Pictures",32,"Mark Rosman",15,"Ben Feldman",1000,"As Above, So Below ",1715,"Chris Noth",962,"Sex and the City ",1091,"Vanessa Lengies",703,"Stick It ",779,"http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1","Color",460,1089,4789,3,17,2.5e+07,767,2781,0.28,4992,25994,"John R. Leonetti","Universal Pictures","A lonely mother begins receiving romantic e-mails from a secret admirer, unaware that this perfect man is really a creation of her daughter who is trying to cheer her up.","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"610","14820","The Hole",5.7,"Sep",22,2003,92,"English","USA","PG-13","1.85","Dimension Films",50,"Joe Dante",287,"Bruce Dern",844,"Nebraska ",1181,"Teri Polo",708,"Meet the Parents ",534,"Haley Bennett",585,"The Magnificent Seven ",1797,"http://www.imdb.com/title/tt1085779/?ref_=fn_tt_tt_1","Color",54,831,4099,2,746,1.2e+07,0,2503,0,7365,41547,"Denis Crossan","Canal+","Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"611","1483","Home Fries",5,"Nov",25,1998,91,"English","USA","PG-13","1.85","Warner Bros.",25,"Dean Parisot",23,"Catherine O'Hara",925,"Best in Show ",1870,"Jake Busey",660,"The Predator ",244,"Shelley Duvall",549,"The Shining ",268,"http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1","Color",338,2646,2913,2,857,1.5e+07,247,2237,0.11,20242,7565,"Jerzy Zielinski","Baltimore Pictures","Pregnant Sally unknowingly falls for the stepson of the deceased father of her baby and has to deal with his homicidal family.Read more: Plot summary","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"612","14842","Mr. Peabody & Sherman",6.9,"Mar",7,2014,92,"English","USA","PG","1.85","Twentieth Century Fox",6,"Rob Minkoff",50,"Ty Burrell",3000,"Modern Family ",4405,"Zach Callison",1000,"Steven Universe ",188,"Karan Brar",446,"Diary of a Wimpy Kid ",1928,"http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1","Color",108,2072,5810,2,101,1.45e+08,11000,4567,2.41,7264,55338,"multiple","Bullwinkle Studios","The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created.Read more: Plot summary","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"613","14845","The History Boys",6.9,"Dec",22,2006,109,"English","UK","R","1.85","Fox",342,"Nicholas Hytner",13,"Dominic Cooper",3000,"b""The Devils Double """,1420,"Russell Tovey",796,"Being Human ",972,"James Corden",409,"Into the Woods ",648,"http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1","Color",16,730,5977,0,186,2e+06,0,4289,0,10265,19103,"Andrew Dunn","Fox Searchlight Pictures","An unruly class of gifted and charming teenage boys are taught by two eccentric and innovative teachers, as their headmaster pushes for them all to get accepted into Oxford or Cambridge.Read more: Plot summary","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"614","14849","Tropic Thunder",7,"Aug",13,2008,121,"English","USA","R","2.35","Paramount",3784,"Ben Stiller",0,"Robert Downey Jr.",21000,"Iron Man ",159,"Steve Coogan",1000,"Philomena ",596,"Brandon T. Jackson",797,"Tropic Thunder ",2116,"http://www.imdb.com/title/tt0942385/?ref_=fn_tt_tt_1","Color",232,1468,23484,3,654,9.2e+07,0,22918,0,1429,342490,"John Toll","DreamWorks","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"615","1485","The World's End",7,"Aug",23,2013,109,"English","UK","R","2.35","Focus Features",1221,"Edgar Wright",1000,"Michael Smiley",177,"Kill List ",9504,"Thomas Law",55,"EastEnders ",1041,"Jasper Levine",161,"Coming Up",1076,"http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1","Color",346,779,278,6,494,2e+07,49000,1256,39.01,2643,223072,"Bill Pope","Universal Pictures","Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"616","1486","Jason Bourne",7.1,"Jul",29,2016,123,"English","UK","PG-13","2.35","Universal Pictures",64,"Paul Greengrass",521,"Matt Damon",13000,"Good Will Hunting ",150,"Riz Ahmed",365,"Rogue One: A Star Wars Story ",403,"Ato Essandoh",187,"Jason Bourne ",2113,"http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1","Color",186,1820,13752,0,371,1.2e+08,31000,14151,2.19,1288,181160,"Barry Ackroyd","Universal Pictures","The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"617","14863","Extreme Measures",6.1,"Sep",27,1996,118,"English","USA","R","2.35","Columbia Pictures Corporation",46,"Michael Apted",150,"J.K. Simmons",24000,"Whiplash ",1304,"Paul Guilfoyle",210,"Air Force One ",40,"Bill Nunn",99,"Spider-Man ",2105,"http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1","Color",380,431,24547,0,786,3.8e+07,352,24542,0.01,16062,15585,"John Bailey","Castle Rock Entertainment","A young doctor confronts with a famous colleague, when he learns about the true methods of his work.Read more: Plot summary","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"618","14868","First Knight",5.9,"Jul",7,1995,134,"English","USA","PG-13","1.85","American Broadcasting Company (ABC)",47,"Jerry Zucker",109,"Julia Ormond",919,"The Curious Case of Benjamin Button ",643,"Ben Cross",303,"Star Trek ",17,"John Gielgud",170,"Arthur ",2102,"http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1","Color",416,2267,1695,3,201,5.5e+07,0,1580,0,7931,61729,"Adam Greenberg","Columbia Pictures Corporation","Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.Read more: Plot summary","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"619","1487","The Big Short",7.8,"Dec",23,2015,130,"English","USA","R","2.35","Paramount",2017,"Adam McKay",285,"Ryan Gosling",33000,"Blue Valentine ",215,"Christian Bale",23000,"The Dark Knight ",1244,"Charlie Talbert",671,"Angus ",730,"http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1","Color",345,761,57308,4,464,2.8e+07,99000,57052,1.74,773,288830,"Barry Ackroyd","Paramount Pictures","In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"620","14872","London to Brighton",7,"Feb",8,2008,85,"English","UK","R","2.35","Independent",134,"Paul Andrew Williams",46,"Lorraine Stanley",418,"Suffragette ",35233,"Johnny Harris",146,"Jawbone ",162,"Georgia Groome",53,"Angus, Thongs and Perfect Snogging ",64,"http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1","Color",469,2677,926,0,765,5e+05,933,751,1.24,34328,7812,"Christopher Ross","Steel Mill Pictures","Desperate to evade an angry pimp, a London prostitute and a young girl flee by train to Brighton after an appointment with a powerful client goes violently wrong.Read more: Plot summary","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"621","1488","F.I.S.T.",6.4,"Apr",28,1978,145,"English","USA","PG","1.85","United Artists",16,"Norman Jewison",278,"Sylvester Stallone",13000,"Rocky ",151,"Peter Boyle",595,"Everybody Loves Raymond ",1356,"Rod Steiger",202,"In the Heat of the Night ",1333,"http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1","Color",113,2274,14735,2,435,1.1e+07,745,14152,0.05,16470,6301,"L\xc3\xa1szl\xc3\xb3 Kov\xc3\xa1cs","Chateau Productions","A rebellious Cleveland warehouse worker rises through the ranks of a trucking industry union to become union president but his organized crime links cause his eventual downfall.Read more: Plot summary","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"622","1489","Shine",7.7,"Feb",14,1997,105,"English","Australia","PG-13","1.85","Fine Line Features",403,"Scott Hicks",96,"Noah Taylor",509,"Shine ",2977,"Armin Mueller-Stahl",294,"Eastern Promises ",70,"Nicholas Bell",274,"I, Frankenstein ",1021,"http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1","Color",474,1910,888,0,17,5500000,0,934,0,7770,47364,"Geoffrey Simpson","Australian Film Finance Corporation (AFFC)","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.Read more: Plot summary","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"623","14893","The Apartment",8.3,"Jun",15,1960,125,"English","USA","Approved","2.35","United Artists",324,"Billy Wilder",0,"Fred MacMurray",516,"Double Indemnity (194",9137,"Ray Walston",417,"Popeye ",1786,"David White",97,"SGT. Will Gardner ",936,"http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1","Black and White",94,115,1328,2,299,3e+06,0,1113,0,4033,135902,"Joseph LaShelle","The Mirisch Corporation","A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"624","149","Talladega Nights: The Ballad of Ricky Bobby",6.6,"Aug",4,2006,122,"English","USA","PG-13","2.35","Columbia Pictures Corporation",385,"Adam McKay",285,"Will Ferrell",8000,"Talladega Nights: The Ballad of Ricky Bobby ",505,"Leslie Bibb",1000,"Iron Man ",1425,"Gary Cole",848,"One Hour Photo ",923,"http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1","Color",73,334,12410,5,530,7.3e+07,0,10274,0,2233,147934,"Oliver Wood","Columbia Pictures Corporation","Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"625","1490","Beyond the Black Rainbow",6.1,"Apr",22,2011,110,"English","Canada","R","2.35","XYZ Films",219,"Panos Cosmatos",22,"Chris Gauthier",434,"Freddy vs. Jason ",14086,"Marilyn Norry",95,"Little Women ",1097,"Eva Bourne",408,"The Big Year ",1540,"http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1","Color",509,2534,645,1,826,1100000,0,599,0,1381,9207,"Norm Li","Chromewood Productions","Despite being under heavy sedation, a young woman tries to make her way out of the Arboria Institute, a secluded, quasifuturistic commune.Read more: Plot summary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
